frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
10,128,28883.611564345618,265057.32400746824,20.984863,-6.6699486,2,False
20,206,11889.558696604345,4553.3837966944975,-0.2457072,-0.030026754,3,False
30,241,11584.201914676729,2112.808084043603,0.063040994,-0.07735097,11,False
40,251,8854.136095633497,9919.91713675069,-0.17836362,-0.02176085,21,False
50,254,4223.497484313209,614.4379545568454,0.12075806,-0.15817726,23,False
60,248,2312.138836661847,928.1831715776794,0.035658263,-0.06896019,20,False
70,228,326.18859575405145,11786.375184932813,0.0012541271,4.5776367e-05,21,False
80,228,46.66904755831214,6090.065352687112,8.600408e-05,2.4622137e-05,22,False
90,246,389.33404680299924,8869.200414919036,-0.00020252574,0.0012210499,22,False
100,246,18.466185312619388,16.3707055437449,0.0,0.0,22,False
110,246,0.0,0.0,0.0,0.0,22,False
120,0,550.5887757664517,233541.10459617167,-4.148877,-4.201877,22,False
130,2,14618.97376699199,72491.36537547075,50.3396,16.80932,24,False
140,0,16761.950662139534,16224.146757225786,-0.08664686,-4.080108,45,False
150,5,18124.398058970124,11127.077513884768,0.13029166,-4.099196,63,False
160,7,20058.08360736389,11124.05339793009,0.137235,-4.070915,60,False
170,5,12635.501375093907,4056.2024111229953,0.0867364,-4.140285,56,False
180,8,12643.824184162006,2199.152109336687,0.16856652,-4.061778,57,False
190,13,12752.832861760558,3176.885581823809,0.1139431,-4.180588,56,False
200,10,12909.677145459525,1464.6364736684664,0.005569746,-4.2938423,53,False
210,11,12904.590462312239,2073.9387647662115,0.033226557,-3.9752755,56,False
220,12,11867.302052277932,37454.68389934696,-41.42835,-25.805834,59,False
230,12,8301.870451892151,1390.9306237192422,-0.014569237,-0.62019783,21,False
240,4,8695.729469112985,2832.2736449714744,-0.36282188,-0.51529896,19,False
250,4,8364.274206409065,1621.7459727096596,-0.0032852173,-0.28688964,20,False
260,4,5540.585799353711,31332.317437431913,7.615962,1.3208551,23,False
270,4,5172.308188807005,1965.9201407992136,0.022832962,-0.17897978,21,False
280,7,5233.063538693181,3915.8889156869604,0.019150507,-0.1864624,21,False
290,6,5230.3801965057955,1957.1116473006848,0.015462967,-0.16740054,21,False
300,1,16047.601908073368,48793.23809709702,20.090897,4.7602277,21,False
310,17,33859.860070590956,58291.32846315994,-0.0027344227,-1.415493,32,False
320,25,12343.866736156868,22632.03159241344,-0.5230457,0.2610417,31,False
330,32,4211.688734937567,4884.4457208571785,-0.2711306,0.20604819,27,False
340,27,3855.4959473458143,3833.1347484793696,-0.22508606,0.17239837,25,False
350,32,3868.789862476379,2756.445900067694,-0.22046985,0.21573052,26,False
360,33,3886.7094051395197,4146.469823838104,-0.21746093,0.16696319,25,False
370,57,24396.83653673156,84817.4552082294,4.8807693,-2.430653,25,False
380,53,43230.56128481332,16345.78184119683,2.6395288,5.323757,100,False
390,51,29102.70609410747,4881.914993114894,-0.73017526,0.79422617,100,False
400,27,29051.147980759728,14434.64041810533,-0.104859926,0.7400936,100,False
410,47,30513.742428617308,5282.742280293446,0.3670826,0.7452907,100,False
420,58,32478.182892520326,4707.536935595938,0.48495185,1.8255432,100,False
430,60,32336.08304974491,5822.36790318166,1.3464622,0.3052278,100,False
440,48,31446.34994717193,3289.882976642178,0.6097202,0.2646531,100,False
450,40,31017.752578160784,2905.1870851977847,1.1556336,0.7730805,100,False
460,39,29575.173118681825,5109.03376383441,0.45372024,0.9098018,100,False
470,41,48085.89230741174,40819.341420459,-6.2190003,43.48665,96,False
480,42,20614.229575708134,16661.65081857137,-2.5907948,-0.1532046,6,False
490,28,15526.24091659021,3327.330762037342,1.0396292,-2.083084,21,False
500,15,14666.17659787308,9599.563219230342,-2.1949694,-2.902286,23,False
510,35,34269.08069966278,65808.05894417492,47.966705,23.878252,31,False
520,2,40341.8416163665,16873.38845638303,6.5441236,7.956808,22,False
530,13,29731.687456315023,5946.2013083984975,2.0365212,-7.4552507,44,False
540,22,30040.884907072894,13648.762068407523,-10.113362,-3.7689214,15,False
550,15,31457.506337915598,31530.4795079301,-7.699318,8.899776,8,False
560,15,17831.28183838728,3442.7035887511433,-0.2707901,3.9379206,46,False
570,21,17841.56840078809,3598.3637948378705,0.32621133,5.1437845,52,False
580,22,17918.106540591838,2867.897139020157,-0.046691395,2.2828472,46,False
590,26,15254.02173198924,2470.3016010196,3.2542937,4.455222,51,False
600,33,14508.110628196906,3415.882316474032,-0.74075824,0.64682347,49,False
610,25,12824.25627473188,2106.7562744655584,-0.3179555,0.4158222,47,False
620,16,11976.196015429941,2821.132751218914,-0.087312736,0.67609906,47,False
630,18,11869.757663912098,2472.7001435677557,-0.09785429,0.8764786,47,False
640,15,11611.880295628267,2199.40810219477,0.027750267,1.0775529,53,False
650,102,46576.819867826955,32954.36757093056,-10.247598,-4.506841,51,False
660,141,34228.42365637074,3792.738324746383,-1.5951811,0.5234441,100,False
670,166,35283.111597476774,6295.943614741162,-1.3574562,-1.5117404,100,False
680,26,90999.12122652614,25803.555530197773,-0.099974826,-2.9165888,100,False
690,65,18759.1612552374,15218.647311768545,-18.480276,9.533906,77,False
700,95,30744.90684650061,15777.751614219309,-10.365621,5.106331,97,False
710,114,39423.71177349997,13752.144414599492,-3.422252,-0.05232487,100,False
720,115,31618.65669189632,20010.079610036537,-8.02984,0.35094857,100,False
730,131,37654.04970252204,3803.250188983102,0.009274852,-2.209215,98,False
740,117,20330.079242344334,44834.94871191446,-8.856059,-0.13821705,96,False
750,115,17689.754718480413,3152.6769577614514,0.31473047,-0.12544556,100,False
760,101,16879.07322692807,19751.47123634085,0.552763,-0.0864735,100,False
770,81,26188.631503001452,4589.785833783533,0.50503725,0.4195761,100,False
780,118,17108.237051198466,2472.222886391921,0.61982244,0.039717216,100,False
790,3,19187.663171944623,43761.11913559798,-0.76986337,0.18512817,100,False
800,4,9594.96289727063,1451.701760004444,0.21170221,-6.5190344,14,False
810,8,9672.969606072376,2833.217605479678,0.60795903,-6.6114874,23,False
820,8,9606.585813909123,1641.3994029485937,0.45113274,-6.001495,29,False
830,4,9732.826105505019,3489.049440750303,0.47205758,-6.7927547,51,False
840,6,9321.037603185603,3106.50317881698,0.5296903,-6.2868257,57,False
850,9,9207.762214566577,1521.7936785254433,0.69095474,-6.4686074,28,False
860,1,70079.18936460381,30837.223188867054,-0.7850683,-3.7777207,51,False
870,0,8108.641316521529,1438.0389424490563,-0.17884043,-3.6521025,36,False
880,0,7764.753569817912,2758.3676332207788,0.022839582,-3.3393674,27,False
890,0,8335.207016025457,1761.6707978507222,-0.043639854,-3.4627833,27,False
900,24,38273.18344480898,23126.13880439188,-28.554321,-36.973064,21,False
910,25,5897.662672618704,3049.278275264493,0.95997566,0.60334694,18,False
920,27,4934.117550281914,2129.7023266175015,0.36698195,0.37307918,17,False
930,20,5556.858464996207,3109.13524955091,1.3595461,0.72509956,16,False
940,25,5618.125488096542,1841.9435387655074,1.1601222,0.7170696,16,False
950,31,5520.61536425062,2547.0575179999373,1.3038777,0.7429998,17,False
960,5,11486.058679982441,74222.9256092752,-41.164215,-28.618723,14,False
970,3,25327.638875347224,26980.075426136227,-17.27002,-1.6803551,7,False
980,1,47561.7524277649,88694.37668758939,-4.579581,11.896804,41,False
990,2,14622.731960888841,1639.7475415441245,-0.0015651158,-0.0043078833,14,False
1000,7,14966.964555313145,21921.891250528544,0.0023847308,-0.008902959,14,False
1010,6,15417.346691308463,2310.4432475176704,-7.6293945e-05,0.0011411394,14,False
1020,88,28415.854922912313,76655.09039848561,-3.8782632,-7.7407694,15,False
1030,89,20414.273927818253,6464.899999226593,0.123947985,0.58476853,100,False
1040,59,19937.90212133664,8150.332385860101,-0.06781109,0.47439027,100,False
1050,78,21188.779625075153,10968.453765230539,-0.83704317,0.44133484,100,False
1060,62,18765.721915236834,2379.412112266389,-1.3156242,0.30531883,100,False
1070,83,20393.636654603808,4890.450081536464,-2.4683836,0.19865872,100,False
1080,86,21324.412746896454,5476.97343429745,-3.35747,1.2406642,100,False
1090,97,23347.077118988578,4445.797116378569,-2.6777258,0.11402889,100,False
1100,48,118047.93766940615,33352.956510630356,39.156555,-2.249301,85,False
1110,43,28383.58323045207,4224.347523582784,0.12753418,1.5498016,100,False
1120,44,29982.443246006485,3484.4399836989587,0.17357376,1.9799672,100,False
1130,42,28091.828509372615,1360.264680126629,1.9528286,0.20713569,100,False
1140,45,64293.505208535644,116617.91376971208,-5.701456,2.344729,99,False
1150,19,33599.637751023445,9023.535116571553,-10.327234,3.479634,94,False
1160,27,39478.70329684094,3830.7458803736904,-11.38544,6.9603367,88,False
1170,50,46787.79147384497,15978.629478149871,-4.051457,7.8861046,67,False
1180,21,49939.223161759335,2943.142198399527,-1.1461061,10.991316,98,False
1190,54,51858.10870056871,99856.65348888875,-16.820911,-8.491432,86,False
1200,84,15715.02093539808,2522.9621479522834,-0.07587372,0.085255735,100,False
1210,50,14490.538016236664,9039.319111526045,-0.039918214,-0.002234459,100,False
1220,48,15480.702503439565,5395.441965214713,-0.11314056,0.008845673,100,False
1230,22,50846.468363102664,39775.46882187563,4.538854,2.7172408,91,False
1240,25,14334.559393298421,9548.756044637437,0.11529032,-0.094888754,27,False
1250,30,14472.073348349228,795.821588045964,-0.00018536604,-0.00027578848,27,False
1260,32,14631.218404493866,941.2597941057506,0.00075502746,-0.0006391737,27,False
1270,61,15245.844319026743,59170.19386481677,7.7998447,-15.340097,29,False
1280,62,19414.430844091206,8659.189915921697,0.9587652,0.42580822,100,False
1290,40,16122.35488382513,25351.604406822065,1.8360823,0.122784,100,False
1300,93,21515.050476352593,6612.297482721116,0.5414793,-0.016844712,100,False
1310,84,14840.251311888218,6578.643173177886,0.79019946,-0.07034298,100,False
1320,80,21979.324011443117,8773.157812327327,-0.57599646,-0.115855865,100,False
1330,66,14021.590173728513,20672.73953785516,0.55642533,-0.1902357,100,False
1340,79,24631.990215977272,7626.361911160524,-0.6164601,0.631094,100,False
1350,93,17413.753989303972,2879.26448941392,0.25867447,-0.18327107,100,False
1360,17,52948.06316570985,52588.22206540168,-12.9278145,-3.9970684,100,False
1370,14,16730.757036069826,1583.2574016880515,0.1504719,-4.053811,98,False
1380,19,16741.15775566314,1612.4527900065789,0.030191548,-4.339709,90,False
1390,13,16534.27004738945,1261.4999009116093,0.057055127,-4.142858,85,False
1400,52,65480.87368842905,43718.89689825213,0.83183897,1.8897365,98,False
1410,51,39340.17423703154,26190.047499002365,0.86300915,-5.6472116,24,False
1420,55,26856.431892565328,6776.909915293252,3.826582,-2.0338748,25,False
1430,52,22373.721214853824,5410.9197000140375,-0.11970084,-0.5355745,14,False
1440,96,31308.653500270495,16660.754664780343,31.526096,5.483468,14,False
1450,83,6756.173029163773,9548.678337864356,0.008081938,-0.07071073,38,False
1460,109,7024.449444618418,25278.173549526873,-0.118685044,0.14010294,42,False
1470,95,7399.004257330847,2725.71495208138,-0.016287515,0.07498843,43,False
1480,88,7531.982740288244,2682.5484152201243,-0.00576983,-0.0066311485,38,False
1490,90,7209.220970396177,3044.546271614212,-0.041415546,-0.014104798,43,False
1500,112,7131.900658309817,3685.8488845854763,-0.06307421,-0.004924172,38,False
1510,86,7331.888637997716,4174.34857193311,0.053296335,-0.008758545,35,False
1520,98,6995.385121635549,4252.85410048358,-0.0020078022,0.06062402,36,False
1530,101,7240.346055265591,3063.7979698407007,0.027056694,-0.06722212,32,False
1540,86,7161.894651556947,2140.2798882389193,0.0021044756,-0.055446316,37,False
1550,107,6984.117195465723,2753.055393558219,-0.030813755,-0.005637536,39,False
1560,0,2859.7973704442766,38110.02589870545,-2.5825527,-0.7207835,45,False
1570,0,1930.1867785268864,2396.8854791165973,-0.34872437,-7.840622,1,False
1580,0,2016.6948207401138,2968.818283425242,0.3005066,-8.879227,1,False
1590,0,8621.862443811082,27786.197400867935,-2.7226562,-14.191971,1,False
1600,0,6231.85068819849,26350.367321917925,17.380806,5.0786095,2,False
1610,0,5779.174941114,13138.102450506314,-38.979424,-4.50605,1,False
1620,10,5476.996804819225,61432.99234124934,32.213364,-11.301743,1,False
1630,6,5753.565850844153,12684.64914769029,13.141861,-8.908829,2,False
1640,14,5521.306910505881,15203.593654133223,8.113078,0.8604889,3,False
1650,35,5582.998925308871,16390.15198221176,-0.2644043,3.4248989,6,False
1660,31,15470.752987492238,33160.860423095175,-7.8914366,-50.552673,5,False
1670,30,9427.395504591923,4007.7687059010777,1.9884155,-3.1600404,5,False
1680,25,6425.536553471624,1972.879621264308,4.360068,1.0943565,12,False
1690,35,3964.6883862417235,1425.7727729200049,-0.9191187,0.5034804,11,False
1700,12,13715.85804825932,30054.044652924837,-10.565655,1.8134071,9,False
1710,1,10439.51766127152,22825.074194841076,-9.954607,-0.37459782,7,False
1720,1,9735.102259349924,10274.598191656936,-2.0325859,-0.11680285,6,False
1730,3,5213.730142613827,8453.49123143805,-11.751318,4.0443473,15,False
1740,4,4940.677281507061,6441.742931846939,-9.368963,-5.1220903,10,False
1750,8,13297.203841409666,20248.961356079475,13.25693,2.3101928,19,False
1760,6,8212.620227430463,7201.7042427469905,7.6521215,-0.28925213,7,False
1770,3,7271.79056354073,5833.117176947502,-4.989051,7.4552026,14,False
1780,7,4909.776878840829,5101.974715735075,4.2923393,0.8693466,8,False
1790,3,13525.481950747633,23621.4385675386,-20.351458,-74.48413,7,False
1800,2,4597.349345003053,1051.9172971293895,-8.764318,0.59260327,13,False
1810,18,63252.05547648235,60736.53175807786,-16.35234,-46.224407,5,False
1820,8,20129.545697804508,2604.7794532359167,-13.186027,0.6295946,33,False
1830,22,19779.99911526793,1271.0397318730836,-13.390053,0.7638125,27,False
1840,12,19700.27347525917,1998.3097857939845,-13.827638,0.92304426,23,False
1850,72,62443.160009724044,11031.884607808404,-9.016376,10.754322,34,False
1860,70,21304.51348892999,2620.791483502646,-6.4450483,-0.012136874,46,False
1870,51,21983.439107655562,1351.6863541517314,0.7692893,-4.051789,42,False
1880,48,24293.223355495666,1510.6012048187965,0.84220386,-4.862457,52,False
1890,21,27930.271033414625,9825.743228886047,2.6637506,7.478009,37,False
1900,41,10906.957091691524,1224.3202195504246,-0.42194557,-0.25943375,16,False
1910,31,9692.232456972955,763.1644645815212,0.11407711,0.15387285,19,False
1920,42,10049.117921489427,1153.6975340183405,-0.52318716,0.037421465,16,False
1930,26,41947.280829631854,8883.281150565932,-4.797359,9.543578,29,False
1940,24,9702.137341843807,1017.3219745980128,-1.3606843,-1.6113073,31,False
1950,35,8693.953416024266,612.2303488067216,-2.1134393,0.7571411,46,False
1960,26,7792.59988707235,1367.2702732086293,-0.4549164,-0.9406378,50,False
1970,27,46193.616106557405,11366.23983558327,9.250791,6.6413174,47,False
1980,28,12598.987022772902,1488.948622350684,-1.0462229,4.897395,39,False
1990,15,12775.236905826834,3734.7645173424253,-0.40363377,4.817127,41,False
2000,48,47518.33993312477,12608.787174030656,26.523752,-15.319841,47,False
2010,55,2919.2219853926836,2248.8356987561365,0.08909353,-0.014090361,27,False
2020,51,15156.316505008728,969.518437163523,1.9797319,1.6366442,28,False
2030,39,8272.944759878432,898.2750135676713,-0.9655364,0.48307514,24,False
2040,2,49087.51985993996,30175.142650864138,12.33723,32.19775,29,False
2050,0,22240.6155715169,1834.0441652261268,-2.0535183,-2.9378777,8,False
2060,0,10387.859981728672,2806.2409019897063,-0.34359282,-2.133531,10,False
2070,0,13032.721780196185,1332.3925847887326,7.0487733,1.5201004,10,False
2080,0,17865.9099684287,3634.5968139533716,-5.7244954,-1.1370877,11,False
2090,0,14663.659195439588,2225.67023613113,-0.83993095,-1.4878976,7,False
2100,9,53144.855404827285,22771.1808652955,-42.28132,-22.637651,6,False
2110,10,12144.001935111835,2511.540961242719,0.2308157,-0.5229395,20,False
2120,8,8084.625408761992,1271.411027166274,-0.15944645,-0.9738222,14,False
2130,10,12057.868965949165,1812.1401711788192,3.5996945,-1.3154072,19,False
2140,7,10444.838342454133,1136.5500428929647,-2.7008815,1.848522,18,False
2150,12,7515.569838674909,992.3064042925452,0.82402515,0.109688,20,False
2160,15,18120.24621797397,1919.6103771338599,-3.722976,5.203611,20,False
2170,11,14360.172422363179,1605.7179079776124,3.0996814,2.1996517,21,False
2180,7,25707.618948475178,26841.87895807594,9.0793915,-2.816986,10,False
2190,5,4752.4296943773925,1031.209968920006,0.433703,0.47751835,14,False
2200,9,4791.4494675411115,2175.3045763754553,-0.06444994,-1.2349752,15,False
2210,1,9465.444891815703,1152.6126842959868,6.431488,-2.021529,12,False
2220,3,7282.684738473855,999.3247720335967,3.477419,-0.6709099,8,False
2230,14,19660.30722038697,25288.697396267766,5.45047,4.418398,9,False
2240,12,3099.869513382781,870.575671610458,0.08115133,-0.0051642526,9,False
