frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
10,1,14323.643426167799,11884.889229605802,-8.041613,-20.020199,9,False
20,0,122746.66389356575,185842.17916285852,0.0,0.0,0,False
30,50,8654.725530021156,183512.21634539755,-34.928776,-173.81647,12,False
40,48,23683.350227533265,4760.80770458123,10.843599,-8.034216,46,False
50,47,21961.054596717346,11929.307943045145,8.286202,-9.518799,47,False
60,22,25133.682300848795,5031.857112438707,13.2178955,-2.2088945,30,False
70,6,16419.01821059956,14196.60170604219,-11.594073,-2.0189223,21,False
80,10,12407.492172070873,2925.9224186570636,-8.731109,-0.83942175,34,False
90,10,13558.789916508036,3477.909429528032,-7.772073,2.7779357,36,False
100,11,15505.945117921707,3538.1995421400416,-10.402251,0.7907928,29,False
110,8,15766.725278256103,2428.381353906342,-5.8520823,-2.935088,42,False
120,4,13737.28488457599,27700.49963448313,14.274075,-5.100633,22,False
130,4,3753.3385139099832,1167.489614514836,-0.1685348,0.9332476,11,False
140,2,2472.0232604083644,799.2771734511126,-0.14839093,0.41003928,12,False
150,0,3252.952351326407,1437.2139715435555,-0.062971495,0.3494652,10,False
160,58,104098.57472607394,30895.738670567498,6.9426117,21.111647,6,False
170,84,41829.024863125844,6280.879078600383,4.226108,-1.5753199,96,False
180,65,49067.00120243747,4964.169618375263,17.883295,2.714078,61,False
190,63,40761.667384934095,5365.535388011153,-10.865966,2.8400447,48,False
200,72,36302.681622712116,6397.8110319077105,-3.452646,-2.0043583,68,False
210,114,38620.11755549172,4074.3254656445893,6.4841766,3.9591887,75,False
220,71,32240.590658361085,3077.5051584034754,-1.5230707,-1.245611,80,False
230,49,29799.126799287256,18503.610782763455,-16.95993,3.5390408,53,False
240,72,50098.59024962679,11900.861229339665,3.9625263,2.5711298,100,False
250,82,26830.435125059004,10066.589789993432,8.451904,3.1204693,96,False
260,50,24413.150779856336,14942.668168704009,6.7489944,-2.0453715,99,False
270,0,111991.23928236529,84742.5490411989,31.827715,47.50125,87,False
280,43,8073.881842088104,84388.82758991263,187.0765,-0.2683605,11,False
290,12,16007.35812056443,17401.398507016613,63.51094,-26.674997,21,False
300,15,14109.911303760913,5233.229595574801,29.380959,-0.80963755,8,False
310,1,25149.968548688088,6960.911147256515,-56.19148,6.783454,15,False
320,5,24687.828721862115,8218.176196699605,-68.03703,-15.976253,10,False
330,2,40843.28706164576,20551.01734708041,-53.025414,8.730791,10,False
340,35,84984.08376278466,30497.259024377912,1.833067,-18.337736,17,False
350,57,4453.327744507471,41734.27996263983,10.200154,-26.04081,30,False
360,35,6300.599812716247,2172.858485958071,-0.28076342,-0.016035892,54,False
370,18,21283.956281669063,14446.568727556036,4.696265,-16.219862,37,False
380,7,6647.624613348741,2110.2871842476798,-1.8517082,-1.7704134,8,False
390,9,5307.470207170268,2271.1296748534637,-1.4660355,-0.5544736,12,False
400,6,6687.363830389371,1918.212188471338,-1.1511414,0.02835343,11,False
410,6,7228.8333775236515,2392.6345312228527,0.5106381,0.40143627,9,False
420,3,10582.637100458467,2449.9828570828818,0.87008893,-2.8467286,10,False
430,5,12631.440970847309,6853.074784357748,-2.9200377,0.75603104,4,False
440,6,11051.97778680359,2612.5623437537333,6.1061444,4.413716,11,False
450,7,10133.15345783335,3242.39356031929,-1.0043155,-0.8327069,12,False
460,1,24030.613163213293,17809.889836829425,-15.034542,16.069412,8,False
470,2,4247.0255473684165,1984.4928823253563,-1.6988847,0.31128776,18,False
480,4,2729.695221082383,1622.305766494097,-0.7919632,-0.6245972,20,False
490,4,2945.2617880249627,969.9752574163941,-1.4524318,-0.33238512,21,False
500,6,9081.150367657172,2409.2604674463905,1.6907552,2.3813927,21,False
510,0,9633.996367032738,3235.5426129167267,1.8533127,15.138949,20,False
520,0,4881.407174166073,1571.9357493231078,2.2953172,-2.0330982,23,False
530,5,56399.5975251597,23255.104428920546,6.1716695,8.524855,23,False
540,3,20469.482284610913,3315.8341333667463,-6.4479847,2.367849,17,False
550,5,24754.586019564133,2876.0591092674017,-9.495025,3.8164322,11,False
560,5,22379.79633508759,3452.05619884729,-4.321945,3.813041,11,False
570,3,16983.404576232646,6846.334055536583,-2.3257375,1.498859,17,False
580,5,15865.339611870904,9866.66032657454,0.30571252,2.9576654,17,False
590,4,15849.736338501029,4718.787556141938,-2.2194412,-1.4037884,22,False
600,4,14801.04796965404,4754.177110710118,-2.0497615,-1.9128891,30,False
610,5,21546.13749608036,21022.75781147659,-7.1159744,4.4625916,30,False
620,3,15394.519154556274,9563.295979943317,2.1534705,15.643101,25,False
630,2,10218.963401441459,3213.6966253832984,-5.635996,10.292304,19,False
640,10,15085.46598551069,10742.211038701484,-4.4662814,8.580724,27,False
650,22,18627.973776017618,54137.865750323035,-115.47516,-182.89606,1,False
660,19,16270.092716392246,2646.7361032033396,-0.603196,-5.104228,36,False
670,6,11989.652747265034,2930.1232056007475,-14.879432,6.391694,36,False
680,8,10816.865257550358,3746.120660096255,-3.8950412,0.54420376,24,False
