frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
10,49,10930.24917373799,4467.693812248104,-1.9988022,7.0514565,4,False
20,97,9563.879129307312,1338.6784528033609,-0.65926105,0.43686745,33,False
30,89,465.16556192392403,785.5991344190751,-0.006082388,-0.010670588,39,False
40,89,21.517434791350013,25.13961017995307,7.4433115e-07,-3.7588725e-05,41,False
50,89,11.313708498984761,90.77444574328173,0.00031001394,-5.805783e-05,41,False
60,85,266.6533329999833,323.37594220968265,-0.00020022508,0.0013353301,41,False
70,83,28.42534080710379,45.56314299957807,0.0003087897,0.00040797182,38,False
80,83,23.83275057562597,23.40939982143925,-0.00035295988,-3.9351613e-05,38,False
90,84,218.44221203787512,165.8553586713435,0.003315976,-0.0045824554,38,False
100,84,15.84297951775486,7.874007874011811,-0.00026800693,-2.8952574e-05,39,False
110,83,14.594519519326424,10.198039027185569,8.372771e-05,-3.5995094e-05,39,False
120,88,215.9513834176572,253.35350796860897,-0.002534524,0.0038804275,39,False
130,88,0.0,0.0,0.0,0.0,38,False
140,85,87.48142660016468,101.42977866484773,-0.0006874486,0.0013973839,38,False
150,29,75270.16614170583,220964.6489554381,-6.406146,-4.384292,35,False
160,26,20623.169591505568,1243.3374441397636,-5.909259,-5.1412716,91,False
170,29,20508.84516495261,1344.6003123605171,-5.4089727,-4.5163326,82,False
180,36,21171.934488846313,1770.0327680582639,-6.310128,-4.15698,95,False
190,29,20943.914868046995,1450.4937090521971,-7.980163,-4.2259283,88,False
200,49,21476.485629636893,1418.9538399821186,-7.771399,-3.5169556,80,False
210,43,22053.579618737636,1451.5192041444027,-8.314523,-4.2042294,60,False
220,45,22084.055605798498,1287.548834025335,-8.955443,-4.1449227,45,False
230,33,22207.852912877464,1681.2245537107767,-9.08397,-2.936315,62,False
240,34,22138.72568600099,1597.223841545073,-9.271423,-2.211662,53,False
250,29,22161.061707418263,1347.7573965666077,-8.880661,-1.8339288,54,False
260,50,21895.65644140408,1423.5933408105,-8.768007,-2.5112162,60,False
270,26,21401.319328490008,1932.6458547804355,-6.9858527,-1.7416723,47,False
280,34,21500.326927746937,1797.676834138995,-7.0302825,-1.9992895,75,False
290,27,20723.234786104218,1187.7205058430202,-7.730211,-2.690231,71,False
300,32,20622.16661750166,1379.442641069211,-7.2494497,-2.5595715,55,False
310,43,20949.11038683982,1340.4305278528984,-8.07222,-3.8847928,45,False
320,66,20661.198730954602,1337.963377675189,-7.311506,-3.4070594,62,False
330,50,20981.318333222058,1903.8975812789931,-7.969894,-2.0970418,69,False
340,57,21554.864624951835,1538.8859606871458,-8.402866,-2.2025847,67,False
350,58,20525.976517574018,1776.956949394104,-8.025644,-2.0158234,86,False
360,65,20057.58529833539,1402.0891555104477,-7.7451253,-1.2079232,82,False
370,80,20406.69743001057,1250.1567901667374,-7.50925,-0.7959038,58,False
380,89,20165.30924632697,1265.4825166710127,-7.6218944,-1.250467,79,False
390,83,20273.047032945,1544.669543947831,-6.8484793,-0.66391754,74,False
400,79,21386.895590524586,1378.2546934438496,-7.826614,-0.61538166,65,False
410,106,20700.25734139554,1248.616033855084,-6.9797935,-0.26140314,61,False
420,81,20327.423447156307,1272.2318971005247,-6.602667,-0.42772493,71,False
430,83,20435.977539623593,1351.0270167542913,-7.2736635,-0.4660573,71,False
440,76,19267.36878766792,1490.6119548695428,-6.8089085,1.3952546,69,False
