frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
10,126,30984.2192252766,3678.4948008662454,-9.396418,3.5160189,86,False
20,123,36434.581649855674,4140.993600574626,0.57101977,1.2583305,80,False
30,94,36306.54224792,4855.418004662421,-3.2776113,-1.5276558,42,False
40,72,26212.392584424644,6357.115540872291,-7.7011027,3.0974882,50,False
50,79,31011.99201921734,4080.1622516757834,8.407598,7.814118,79,False
60,92,31571.945521301026,3696.8765194417842,-5.6965885,4.247306,81,False
70,109,30194.029890029586,3966.352228433577,-5.9546432,-6.8001175,96,False
80,100,26057.055800684775,3360.705283121387,2.1896179,1.0525472,72,False
90,105,34980.30621649845,3307.383558041008,17.466782,-1.8166512,55,False
100,129,34440.03713702992,3032.9747773431945,15.464972,-4.8336034,44,False
110,112,27475.7669774658,1892.995509767522,-4.1025743,3.6466603,52,False
120,66,39936.37859145468,6095.79773286483,-1.7422428,5.204848,75,False
130,52,45874.87987995173,13191.116404611097,-1.5441843,3.0845692,3,False
140,18,44303.4354988414,16095.057191572821,-20.703928,1.8318877,16,False
150,65,33167.485659904945,4301.527403144144,-27.346151,-8.904006,24,False
160,43,16925.196187932357,4820.894315373445,-8.357001,-1.3929948,43,False
170,120,30350.112536858906,3370.06112704206,-15.400181,-5.2587104,39,False
180,81,30795.44523139745,4990.431043507164,-22.931461,-1.6753168,61,False
190,74,42721.970951724594,8454.338294627203,-3.0819225,-8.721746,55,False
200,131,40575.73552013568,17903.09710636682,-2.1572626,-7.0767455,53,False
210,115,30373.63680891704,11505.159798977153,-16.011631,-1.9018635,49,False
220,129,24257.909349323574,7293.542212121624,-8.710967,5.8156986,57,False
230,151,17907.17794628735,7117.3506306771205,-0.039776273,-1.6106883,54,False
240,150,14449.171706364348,9533.050089032366,5.438893,4.841697,54,False
250,176,18595.45909624175,3124.907038617309,-2.3928468,-10.459925,57,False
260,2,67532.393967636,23632.057549015914,-5.011288,-21.230595,53,False
270,4,14183.372412793793,3635.9906490528824,1.867028,-1.796227,23,False
280,2,9017.783153303255,1758.7779848519824,1.6521912,-0.9203459,23,False
290,6,17925.787904580375,3360.032737935748,10.52277,-2.0893517,24,False
300,12,12206.08770245405,3440.8385605837425,-0.99311507,1.0085772,28,False
310,5,8296.511073939455,1924.6984179346125,-1.0456207,-0.59313065,32,False
320,0,17645.415410241836,2806.7108864291667,4.294437,0.5069526,27,False
330,3,12691.9314526986,4571.8103635212165,9.075485,0.18837753,26,False
340,3,13535.569363717213,2465.7505956604778,-9.02514,-0.19468623,29,False
350,0,9785.547915165507,2058.7476775943187,-5.10194,-0.030852238,24,False
360,8,12053.233425102162,4282.665992112857,-6.155293,0.22517703,26,False
370,99,38702.54270716589,23645.896092134044,-64.275276,-15.877198,27,False
380,113,23842.06731808297,2360.442331428582,5.7324953,-1.018699,92,False
390,99,17903.954451461275,1867.2707355924583,3.0423274,0.375895,81,False
400,95,35966.00157092806,3397.7339507383444,-1.0740898,2.195615,95,False
410,97,32001.304785898967,2781.210527809788,-4.271128,5.1008277,48,False
420,112,20521.500846672985,2666.52732969306,-3.1477158,7.6196065,38,False
430,122,19299.02295454358,1915.2169589892421,0.9410022,2.6603718,36,False
440,125,20222.75876333395,1897.9646993556019,4.5884595,-1.2020613,28,False
450,123,18640.353269184572,1923.4817389307339,3.5429404,2.5097415,41,False
460,16,62422.26867072359,24553.92718079941,-11.605655,8.452636,36,False
470,5,11786.01866619937,2833.561363372955,-5.9825897,0.361324,22,False
480,5,8859.919243424287,2907.158406416823,2.4872541,0.33761188,22,False
490,10,8658.177464108714,2517.1988399806637,5.290973,0.013328479,26,False
500,4,5672.970297824589,1769.829935332771,0.8545536,-0.016194053,23,False
510,7,6890.638069148604,2643.199954600484,-1.5897158,0.31710064,22,False
520,3,5246.796546465281,1971.8727139447922,1.0124104,-0.060084708,26,False
530,3,3837.743738187843,2316.404541525508,0.7550953,-0.05458669,24,False
540,4,3859.140448338205,2617.6092145314587,0.32409185,0.02682147,20,False
550,3,3341.7429583976086,1559.2010774752562,-0.6376335,-0.08326449,20,False
560,160,42622.12095848821,20148.22657208321,29.356134,-20.269346,20,False
570,128,17780.950227701556,1712.8047174152691,-0.75844204,1.7109104,74,False
580,138,5233.5411529861885,878.766180505372,-0.12925057,-0.33989525,69,False
590,135,16954.67932459945,913.9770237812327,0.97771174,1.7796919,74,False
600,131,13262.057758884932,1250.263172296137,0.4869516,1.1763124,71,False
610,132,6308.159795059095,943.3504120951027,0.087341614,-0.36061656,75,False
620,128,16340.814392189883,1007.797598727046,-1.1541638,1.5016494,74,False
630,117,23422.805361442082,1051.2088279690197,-3.2053206,2.5763898,71,False
640,117,9364.17540416667,990.5675141049196,-0.74290293,0.65620255,74,False
650,128,7006.206391478915,897.786166077424,-0.67452824,0.2279325,73,False
660,140,12875.941052987157,1238.7098126680035,-1.684565,0.34865546,77,False
670,152,19453.029841132717,1199.1155073636567,-2.6509416,1.4206014,71,False
680,147,5665.173783742208,903.9092874840926,0.43152642,0.11454058,78,False
690,107,54636.204589996916,6723.599333690252,-0.86518,5.5946693,65,False
